SquareFootage,NumRooms,NumBathrooms,HasBalcony,HasGymAccess,HasParking,NeighborhoodSafetyIndex,WalkScore,SchoolRating,Rent
920,2,2,1,0,0,2.32,98,2.7,3204.36
2084,3,1,0,0,1,3.51,38,4.3,4714.3
1123,4,2,0,0,1,1.05,90,2.7,4047.8
1089,3,3,1,1,0,7.65,15,1.3,3750.33
1996,2,1,0,1,1,8.23,30,9.7,5352.44
2264,3,1,1,0,0,2.99,24,7.6,4604.74
1580,2,1,1,1,1,8.84,98,9.8,5642.49
722,5,3,0,0,0,3.42,61,2.0,3374.25
516,1,1,1,0,0,5.92,0,7.4,2361.95
629,2,3,1,0,1,4.43,14,4.1,2666.55
1145,5,1,1,0,1,3.15,52,5.9,3776.01
930,2,2,1,0,1,7.18,88,5.1,3876.4
2265,5,3,0,1,1,6.43,85,4.6,6099.55
1463,5,2,0,1,1,9.79,44,4.7,5009.3
941,5,1,1,0,0,5.71,84,9.9,4319.6
1900,5,2,1,0,0,2.11,71,2.4,5327.62
1299,3,3,1,1,0,7.49,7,6.7,4279.06
2125,5,2,0,0,0,2.39,46,4.4,5338.01
1060,5,2,1,0,1,5.53,47,9.2,4862.03
2815,1,3,1,0,0,1.17,79,8.0,6576.38
1489,1,3,1,1,0,1.21,23,4.1,2927.23
1745,5,3,1,0,1,8.26,81,4.5,5687.8
2419,5,1,1,1,0,6.63,37,2.0,5960.84
712,3,2,1,1,0,3.63,85,1.3,3427.61
1301,3,3,1,0,1,9.73,8,9.4,5017.27
1222,5,2,0,0,1,2.32,88,9.0,5035.59
1405,1,3,1,0,1,3.91,33,4.1,3615.14
1769,5,1,0,0,1,9.26,9,2.7,4761.66
2683,1,2,1,1,1,4.04,63,4.1,5952.13
1528,3,1,1,0,0,4.14,43,2.1,3971.91
2806,2,3,0,1,0,4.67,68,4.4,6338.71
1698,4,2,1,0,1,5.78,47,8.9,5763.7
2245,2,2,0,1,1,2.52,80,7.8,5228.3
2451,2,2,1,0,0,4.29,85,7.5,6624.32
2501,3,3,0,1,0,2.5,66,6.0,6248.49
439,3,3,1,0,1,3.4,70,4.7,2954.0
1184,1,1,1,0,0,6.15,47,9.2,3420.29
1972,3,3,1,1,0,5.04,89,9.7,6186.16
745,1,1,0,1,1,2.25,90,2.1,2613.56
2711,1,3,0,1,0,2.07,39,4.7,5940.12
1783,3,1,1,1,0,5.34,33,4.6,4332.43
2136,3,3,0,0,1,8.68,46,4.4,6006.78
1528,5,2,1,0,0,5.33,33,5.4,5050.02
630,1,1,1,0,1,2.68,59,1.9,2306.26
478,2,3,0,0,1,3.17,0,3.7,2268.47
2247,1,3,0,0,0,8.64,82,5.5,6237.16
2568,2,3,1,1,1,9.66,41,9.6,6620.25
1299,4,1,0,1,0,1.92,51,5.1,3621.29
2225,1,1,0,1,0,6.21,86,5.2,5128.3
1001,2,2,0,0,1,8.3,89,7.2,4212.13
934,3,3,0,1,0,7.33,28,2.1,3275.54
1068,5,3,1,1,1,9.26,68,1.3,4811.51
2464,4,3,1,0,1,6.99,18,2.2,5786.77
2987,4,3,0,0,1,1.81,85,7.1,7148.54
907,3,2,0,0,0,5.16,37,5.1,3861.71
2393,2,3,0,1,1,8.79,54,4.1,6023.58
2301,2,3,1,0,0,5.24,8,8.1,5259.93
2779,1,2,0,0,0,2.1,12,7.3,5736.48
2440,5,3,0,1,0,7.54,51,7.4,7065.56
1609,3,3,1,0,1,6.8,96,3.6,5037.84
420,3,1,1,1,0,9.61,57,6.1,3403.11
1220,3,3,0,0,0,4.9,15,7.3,3919.75
730,2,2,0,0,1,1.91,23,5.3,2483.14
1717,3,2,1,1,0,6.9,67,9.8,5571.12
820,5,1,0,0,0,5.84,18,8.3,3305.65
787,2,3,0,0,0,1.63,82,6.1,3162.16
2626,5,2,0,0,1,7.01,10,3.7,6263.17
2853,3,2,1,0,0,3.8,68,7.0,7023.28
508,1,1,1,0,0,4.95,46,4.3,2472.5
2647,2,1,1,0,1,4.62,23,2.3,5920.94
828,1,3,0,0,0,9.21,12,5.3,3249.3
409,3,1,0,1,1,5.17,67,2.9,3170.22
1574,5,3,1,1,1,1.89,34,6.4,4658.0
2169,5,3,0,0,0,7.38,64,8.9,6106.31
2142,2,2,1,1,0,1.05,81,9.1,5562.32
1462,1,3,0,1,1,2.02,91,7.9,4715.01
1138,3,1,1,1,0,3.42,65,9.6,3925.05
1097,5,2,0,0,1,1.69,26,2.9,3590.55
410,4,2,0,0,1,2.33,33,7.0,2032.39
1581,4,2,0,1,0,6.82,16,8.3,4622.2
1340,1,3,1,1,0,1.51,25,3.9,3411.2
1966,2,2,1,0,0,5.29,70,1.9,5116.44
1808,4,3,0,1,1,6.24,2,8.6,5116.04
548,4,2,1,1,1,2.85,39,1.1,2604.14
892,1,1,0,1,1,8.25,35,10.0,3555.14
863,2,3,0,0,0,1.44,37,2.9,3007.55
1757,5,3,0,0,0,3.47,66,4.9,5161.39
2479,4,2,0,0,0,2.36,27,1.0,5054.88
861,5,1,0,1,1,8.19,30,8.9,4472.57
2866,2,2,1,0,0,6.71,54,3.5,6492.42
1962,1,1,0,1,0,4.18,76,5.5,4808.83
1861,1,2,1,0,1,3.57,92,8.4,5326.45
1568,1,1,1,0,0,7.87,44,6.1,4739.43
2883,5,3,0,0,0,8.14,89,5.7,7916.23
1164,2,1,0,0,1,6.24,82,5.7,3544.67
1627,2,2,0,0,1,4.72,48,6.6,4272.01
1761,5,1,1,1,0,5.73,81,8.4,5536.13
1806,5,3,0,1,0,2.57,37,1.7,4709.74
2694,1,2,1,1,0,8.81,28,7.2,6053.56
2690,4,1,0,1,1,3.86,17,9.0,5663.71
1206,2,1,0,1,1,3.38,20,6.0,3163.34
2213,2,3,1,0,0,4.68,42,6.7,5049.37
1619,3,2,0,1,0,2.94,24,4.2,3772.72
677,5,3,0,0,1,2.4,58,7.6,4263.02
1549,4,3,0,0,1,1.72,88,3.3,4573.44
1218,1,1,1,1,0,1.03,92,1.5,3839.37
824,4,1,1,1,1,2.75,15,3.8,2980.56
2461,2,2,0,1,1,3.32,73,8.2,5962.61
2282,1,2,1,0,1,3.75,26,4.3,5286.9
1566,4,1,0,1,1,3.31,71,8.4,5055.81
2670,2,3,1,0,0,4.54,14,9.6,6261.4
1289,4,2,1,0,1,4.42,26,1.9,4128.23
1075,1,3,0,0,1,4.33,7,8.5,3347.92
535,3,2,0,1,0,7.88,54,9.0,3377.79
2553,1,2,1,1,0,9.45,5,1.8,5924.73
748,4,3,0,0,0,1.88,22,5.1,3235.56
733,5,3,1,0,0,9.27,41,1.1,4172.03
647,3,2,1,0,0,9.57,67,2.8,3420.39
499,4,3,0,0,1,2.81,75,8.2,2901.69
2150,3,3,1,0,0,3.18,71,3.7,5032.51
1676,2,3,1,0,1,3.23,60,9.5,5323.13
1700,1,1,0,1,0,8.5,77,5.2,4978.76
1324,2,3,1,0,1,3.4,81,3.6,4490.43
2020,5,2,1,0,1,6.02,60,9.5,6550.78
1374,3,2,1,1,0,6.31,29,9.0,4220.34
1908,5,1,1,0,1,8.1,80,5.8,6186.34
1439,3,2,1,1,0,3.87,94,3.7,4705.25
929,2,2,1,1,1,3.14,41,3.2,3189.56
1493,2,3,0,1,0,2.88,84,2.3,4114.78
915,4,2,0,0,0,3.18,95,4.2,4017.58
1307,2,2,1,1,0,4.53,57,3.2,4200.0
1162,3,3,1,1,1,4.48,54,4.9,4217.66
2473,2,1,1,1,1,6.79,74,6.6,6421.59
2280,2,1,0,0,1,9.51,40,8.4,5277.75
1030,5,3,0,0,1,9.54,9,5.0,4325.22
1571,3,1,0,0,1,2.82,4,8.8,4112.61
1678,5,1,1,0,1,7.23,0,7.5,4967.83
435,1,3,1,0,1,8.1,10,4.1,2265.28
2225,3,2,0,1,0,2.79,72,7.1,5904.85
2966,3,1,1,1,1,5.66,99,8.4,7071.64
1922,4,1,0,0,0,7.67,41,8.2,5009.27
2127,3,3,1,0,1,5.69,37,8.1,5659.2
457,4,1,1,1,0,4.2,84,4.9,3516.16
1169,1,1,1,1,1,7.03,16,3.7,3370.66
1799,3,1,1,1,1,8.43,25,3.6,4501.56
2051,5,3,1,1,0,9.18,0,5.4,5539.82
549,3,1,1,1,1,1.44,0,2.4,2156.33
1349,1,3,0,1,1,5.81,3,6.2,3713.85
1377,5,3,1,0,0,2.79,86,2.9,4769.05
2655,2,2,1,0,0,3.06,91,2.9,5758.88
2991,4,2,0,1,1,6.28,68,7.6,7199.88
878,3,1,0,1,0,1.17,75,4.7,2869.59
1707,1,1,0,1,0,9.36,77,7.5,5370.84
1902,5,1,0,0,0,3.47,1,2.3,4685.96
2067,4,1,0,1,1,3.67,40,6.5,5282.01
2054,4,3,0,0,0,1.84,26,8.9,5282.07
1565,1,1,0,0,1,4.26,28,2.9,3483.31
2862,4,1,0,0,0,7.69,25,7.2,6697.77
2472,3,2,0,1,0,6.34,4,1.9,5597.24
950,5,1,0,0,0,3.44,80,5.3,3902.4
1845,1,3,0,1,0,6.52,28,1.3,4776.6
1638,4,2,0,0,0,9.21,56,3.9,5224.56
1604,1,2,0,1,0,3.72,49,1.4,3520.28
2167,1,2,0,1,0,3.04,88,2.9,4952.19
1220,2,2,0,0,0,1.27,7,3.3,2772.68
565,5,3,1,1,0,8.23,34,5.4,3428.62
1416,3,2,1,1,0,8.15,2,3.8,4000.07
1644,2,2,1,1,0,9.68,9,8.1,4506.78
2370,2,3,0,1,0,3.51,32,8.9,5926.82
901,1,3,0,1,0,1.21,43,1.5,3029.33
2417,4,2,0,1,1,2.73,23,2.3,5446.71
2549,2,1,1,1,0,8.38,99,3.1,6024.33
1165,5,2,0,1,0,2.49,29,8.5,3996.3
1286,3,3,1,0,1,2.24,97,2.6,4162.97
461,2,1,1,1,1,3.19,17,4.6,2075.04
2207,4,1,0,1,0,5.77,58,6.9,5282.62
416,5,1,1,0,0,3.93,34,5.9,3253.04
2326,4,1,1,1,1,1.93,33,7.7,4411.33
1454,2,2,0,1,1,6.27,72,5.1,4534.8
1014,4,2,1,0,0,6.01,67,9.1,4482.81
1451,1,2,1,0,1,6.67,42,2.5,4012.35
1175,1,1,0,0,0,4.67,26,9.1,2768.72
1763,3,2,0,0,0,2.67,17,3.1,3977.04
913,3,3,0,1,0,3.11,62,7.1,3838.98
1780,3,3,1,0,1,1.88,67,4.3,5139.06
1233,4,2,1,0,0,2.55,64,6.9,4439.55
2371,1,1,1,0,0,1.25,21,2.7,4559.45
843,2,3,0,1,0,5.21,83,8.8,3998.36
943,5,1,0,0,1,7.68,36,1.8,3718.04
1378,1,2,1,0,1,4.65,7,7.1,3427.42
738,3,2,1,1,1,3.83,28,9.9,3695.52
2047,4,2,1,1,1,7.88,54,1.1,5961.29
2065,5,3,1,1,0,6.31,53,5.3,6037.35
1166,5,3,1,1,0,3.76,25,7.4,4245.39
2663,3,2,1,1,0,4.77,28,9.9,6025.96
410,1,1,1,1,1,7.18,85,8.8,3148.17
2916,1,1,1,1,0,7.7,88,1.2,6298.83
2175,4,1,1,1,0,3.8,83,4.7,5747.54
436,5,1,1,1,1,5.41,5,2.1,2470.31
1815,1,1,1,0,1,9.38,8,7.1,4736.35
1862,1,2,1,0,0,4.43,62,8.5,4853.74
1601,5,2,1,0,0,8.48,25,6.3,5237.43
1828,4,3,0,1,0,4.63,66,2.2,5845.78
2894,2,2,0,0,1,6.93,16,3.8,6114.15
2098,5,3,1,1,0,8.13,54,5.1,6739.9
544,2,2,0,0,0,1.19,16,7.9,2395.41
1221,2,1,0,0,1,6.59,26,6.5,3667.88
776,4,2,0,0,1,2.25,90,2.2,3772.96
2879,4,2,1,0,1,9.9,40,10.0,6904.12
2229,1,1,1,1,1,6.17,49,5.4,5213.82
1226,2,3,0,0,1,1.02,71,7.4,3711.43
1462,4,1,0,1,1,5.82,67,6.0,5094.7
1808,4,3,0,1,1,8.38,2,2.6,5246.35
2261,2,2,0,0,0,8.48,76,3.8,5699.99
710,3,1,1,1,0,8.1,49,4.6,3060.89
767,5,2,1,1,1,9.72,78,5.0,4707.66
1373,2,2,0,1,0,2.89,84,3.9,4015.76
2389,4,1,1,1,0,6.77,83,7.8,6668.29
2890,1,3,0,0,0,1.89,67,5.5,5999.83
2058,4,3,1,0,0,8.11,76,9.6,6982.66
472,1,3,1,0,0,9.87,30,9.4,3567.13
717,3,1,1,1,1,5.74,8,8.2,3224.02
1970,3,2,1,0,0,3.77,12,4.5,4110.57
2170,4,2,1,0,1,5.7,53,9.8,5662.78
506,3,2,1,0,0,5.29,37,9.0,2976.76
1898,3,1,1,0,0,1.63,32,8.8,4205.77
2684,5,1,0,0,1,3.73,31,9.3,6204.94
2939,3,3,1,0,1,1.47,11,2.1,5741.91
482,2,2,1,0,1,4.17,12,1.7,2426.44
1113,5,3,0,0,1,9.81,10,8.5,4868.52
1826,4,2,0,0,0,2.72,32,6.1,4827.76
2336,2,3,0,1,1,4.2,39,9.2,5664.61
2934,3,2,0,1,1,2.39,56,8.3,6204.45
927,4,1,0,0,0,1.55,3,9.9,3408.54
1706,4,2,0,1,1,6.2,62,8.0,5547.13
2462,2,1,1,1,0,5.56,46,7.2,5556.25
1369,1,3,1,1,0,5.65,40,5.8,4463.1
2922,2,3,1,1,0,4.35,74,8.7,6922.69
2516,5,2,1,1,1,1.38,65,6.4,6254.17
2761,5,3,0,1,1,2.71,51,1.4,6223.64
1462,1,3,0,0,1,6.81,98,1.8,4628.14
1683,2,3,1,0,0,1.67,37,8.4,4246.8
437,2,2,0,0,1,4.21,36,4.3,2162.86
2806,5,2,1,0,1,6.87,25,5.8,6837.61
1064,1,3,1,1,1,7.61,91,2.8,4494.81
804,5,3,1,1,0,2.77,92,1.6,4344.54
2575,1,1,1,1,1,6.87,77,7.2,6231.38
2177,2,1,1,0,0,4.46,35,4.3,4864.82
2018,4,1,1,1,0,2.41,63,7.4,5316.07
2562,4,2,0,1,0,4.35,9,5.3,5552.28
1176,2,1,0,0,0,8.34,34,5.8,3627.98
2983,3,1,0,0,1,2.6,49,6.8,6362.28
860,1,3,1,0,0,4.52,49,1.3,3290.4
807,3,3,0,0,0,4.6,27,3.6,3619.78
2099,2,1,1,1,0,9.46,88,9.1,6257.47
2020,3,2,1,1,1,3.04,2,5.6,4352.86
653,5,2,0,1,0,8.41,93,7.6,4495.97
989,1,2,1,0,0,2.17,29,3.5,2765.71
1797,3,2,0,0,1,3.88,10,3.5,4147.01
642,2,2,0,0,0,9.43,46,3.5,2809.56
2476,1,1,1,0,0,9.58,92,6.7,6331.54
991,1,2,1,1,0,6.32,64,2.5,3713.74
1964,1,1,0,0,1,6.23,25,2.6,4154.44
2489,3,1,1,0,1,2.25,22,9.8,5461.33
2830,4,1,1,1,0,8.21,44,6.4,7388.35
2953,4,2,0,1,0,6.82,89,1.8,7105.55
1895,1,3,1,0,1,6.71,36,1.8,4969.01
2344,5,3,1,0,1,1.29,60,2.7,5596.12
2627,3,3,1,0,1,7.72,33,8.9,6606.29
2750,3,2,1,1,1,1.16,88,4.2,6495.63
2003,4,1,1,0,1,1.0,46,4.1,4059.83
811,5,3,1,1,1,9.92,6,2.6,4092.04
1382,2,1,1,0,0,8.44,77,5.8,4779.07
2205,1,2,0,1,1,7.96,99,5.3,6483.41
2495,3,3,1,1,1,2.71,87,6.9,6499.92
624,3,2,0,1,0,2.26,96,6.6,3113.89
497,3,1,0,1,1,4.1,89,2.1,3115.35
2535,5,1,0,0,1,8.33,38,6.1,6059.36
2059,2,3,0,0,0,8.61,81,5.1,6095.84
1339,1,3,1,0,1,1.37,96,1.8,4120.68
1569,2,2,0,0,1,5.99,74,6.9,5429.05
1254,4,3,1,0,0,8.15,4,5.4,4386.31
1039,2,2,0,0,1,4.27,55,5.0,3758.55
696,5,1,1,1,1,8.17,27,6.8,3589.44
1311,5,1,0,1,0,9.16,45,8.7,4846.12
977,3,2,1,1,1,7.89,31,7.9,3964.61
1116,3,1,0,1,1,3.04,23,6.1,3225.48
2347,5,3,1,1,1,3.58,66,5.1,6641.44
1465,4,3,1,1,1,4.86,56,5.7,5313.37
2219,2,1,1,0,0,3.06,11,2.7,4365.66
471,4,2,1,1,1,9.06,66,7.5,3515.19
1622,3,3,0,0,0,4.8,59,3.7,3975.82
605,5,2,0,1,0,6.1,99,6.8,4133.93
1630,5,1,0,0,1,1.05,86,7.8,5172.81
1586,4,3,1,0,1,5.38,62,5.6,4972.91
1487,2,3,1,0,0,6.24,92,4.7,4967.36
2501,4,3,0,1,0,8.94,53,2.3,6497.41
1844,5,2,1,1,0,3.86,8,2.8,4959.51
640,4,2,1,1,1,7.5,92,4.6,4129.84
2946,2,1,0,0,1,2.59,16,2.1,5597.02
1184,5,2,1,1,0,7.02,0,5.9,3708.83
2885,1,2,1,1,0,2.41,99,8.2,6676.88
2813,2,1,0,1,0,3.5,78,4.5,6298.45
1268,4,3,1,1,0,9.58,79,4.5,5259.16
2190,3,1,1,1,0,8.8,38,9.9,6175.85
750,4,1,1,0,1,4.77,69,4.6,3756.77
1671,5,1,1,1,0,5.43,79,3.1,5104.32
528,5,3,0,1,1,4.95,66,7.0,4329.77
1737,1,1,0,1,1,4.58,80,7.0,4924.75
2964,4,3,1,1,1,2.17,77,4.3,6624.87
559,3,2,0,1,0,4.6,50,3.9,2533.9
1100,4,3,0,0,0,7.22,20,4.2,4031.19
2766,4,3,0,1,1,1.37,22,6.5,6462.71
708,1,2,1,1,0,3.12,86,8.9,3348.07
890,5,3,1,0,0,8.35,23,5.3,4286.24
2268,1,3,0,1,1,4.04,92,6.1,6444.83
758,3,3,1,1,1,1.96,62,6.8,3359.19
2862,5,2,0,1,0,7.82,38,9.9,7011.33
789,5,1,0,0,0,1.24,36,9.7,3293.16
1183,3,1,1,0,1,7.86,75,9.1,4489.33
791,2,1,1,1,0,1.81,63,5.3,3238.09
2990,1,2,1,1,1,3.93,84,3.5,6998.47
1903,2,1,1,1,0,2.58,44,6.3,4304.9
2434,5,3,1,1,1,5.34,44,8.9,6139.29
1089,4,1,0,1,0,6.04,20,4.5,3566.69
2555,2,2,0,1,0,5.08,44,8.4,6147.58
2655,3,3,1,1,0,8.62,9,9.9,6327.96
1740,4,1,0,0,0,4.34,29,8.2,4732.56
2504,4,2,0,1,1,5.52,34,7.3,5960.22
2981,5,2,0,1,1,5.56,38,2.7,6574.37
2621,5,3,1,0,1,8.77,66,1.8,7359.64
2301,3,3,1,0,0,9.62,20,8.9,6502.57
2126,4,3,0,1,0,2.98,75,3.5,5519.38
2083,1,1,1,1,0,7.13,12,9.5,4863.37
508,3,3,1,1,1,8.16,10,7.5,3129.5
777,5,2,1,0,1,5.65,9,8.8,3592.37
2584,4,1,0,0,0,3.23,43,2.8,5342.67
2200,1,3,1,0,1,6.98,85,5.4,5972.61
2538,5,3,1,0,1,7.15,55,1.3,6939.13
409,5,1,0,1,1,5.31,33,4.9,2360.3
1790,5,1,0,1,1,9.36,76,2.0,5675.96
2729,5,1,0,0,0,3.41,78,8.4,6648.27
1356,4,2,1,1,1,9.49,91,3.5,5305.04
1365,5,1,0,0,1,6.93,65,5.7,4773.08
2074,3,1,1,1,0,2.08,19,7.4,5185.56
2884,1,1,0,1,0,2.75,55,9.2,5936.82
2240,2,1,1,1,1,9.04,49,5.5,5611.62
2124,4,1,0,1,0,1.47,99,3.6,5393.3
868,5,2,0,0,0,2.33,11,1.3,2631.04
1776,4,1,1,0,0,3.22,60,4.1,4871.59
2346,3,2,1,1,0,3.57,83,9.1,6445.83
1408,5,1,0,0,0,9.99,0,1.9,4046.17
1693,1,1,0,1,0,4.96,18,7.1,4032.66
2451,1,1,1,0,1,2.47,37,2.9,5079.39
745,2,1,1,0,0,9.37,70,4.9,3477.76
2249,2,1,1,0,1,4.07,50,9.6,5677.58
2989,5,2,0,1,1,2.7,91,2.7,7608.93
2424,5,1,0,1,1,5.84,65,7.8,6339.64
2560,5,2,1,0,1,7.02,51,4.3,6531.44
2792,1,1,0,1,1,5.55,79,2.2,6223.33
2310,3,3,1,0,1,6.2,33,5.9,5912.57
1555,1,3,1,1,1,8.66,53,4.9,5071.7
1443,1,2,0,0,0,1.93,23,2.8,3227.37
2414,3,2,1,0,0,5.28,28,6.4,5408.64
2808,1,3,0,0,0,2.39,58,9.1,6312.84
2162,5,3,0,0,1,2.11,5,8.9,5224.64
731,2,3,0,1,1,2.36,64,4.0,3144.73
2889,4,1,1,1,0,5.49,40,3.4,6734.81
1259,1,3,1,1,1,1.73,73,1.6,4057.65
1422,2,3,1,0,1,1.27,67,4.0,4378.15
423,4,3,0,0,1,4.47,19,5.4,2584.25
2917,3,1,1,1,0,6.13,57,6.3,6452.66
1927,1,1,0,0,0,1.05,11,1.5,3619.69
475,3,3,1,1,0,3.69,79,5.7,3319.64
2253,4,3,1,0,0,8.65,63,9.5,6760.29
1707,2,1,0,0,0,3.95,53,1.4,4028.93
2128,5,1,1,1,0,3.14,84,3.3,5903.61
2781,2,3,0,1,1,9.87,82,5.5,7418.68
2765,1,3,0,0,1,2.21,76,8.3,6629.82
1322,3,3,1,0,0,4.6,83,7.0,4901.59
2423,1,2,0,0,1,7.62,95,9.2,6727.33
1778,4,2,1,1,0,4.85,76,9.2,5597.87
454,5,2,1,1,0,8.35,2,3.5,3166.5
687,2,3,1,0,0,3.24,64,3.7,3409.59
2122,2,2,1,1,0,9.13,81,5.7,6404.19
2058,1,3,1,1,1,4.74,71,6.5,6051.28
2220,5,2,0,1,1,4.47,9,4.7,5682.91
2158,5,2,1,1,1,8.19,41,7.4,6094.14
1021,4,1,1,0,1,9.56,77,7.5,4839.37
1027,4,1,1,0,1,7.2,45,3.0,3674.61
1386,4,2,1,1,0,2.95,95,3.8,5260.16
2232,4,3,1,0,0,2.78,89,8.7,6052.93
2177,5,2,0,1,0,1.87,88,6.6,5937.35
1800,4,1,1,1,0,9.39,59,1.8,5641.82
1011,1,3,0,0,1,8.79,86,8.0,4753.78
2017,3,2,0,0,0,2.11,13,2.5,4345.08
2133,5,3,1,0,1,6.2,26,7.7,5627.78
2578,2,3,0,0,1,9.67,46,2.5,6097.71
2354,5,1,1,1,0,8.17,37,3.1,5229.35
520,4,2,1,0,0,8.65,72,3.5,3630.1
1486,4,1,0,1,1,5.84,16,9.8,3969.41
1296,5,1,1,1,0,1.44,24,7.4,3548.78
2525,5,3,0,0,1,4.3,28,4.6,6063.38
1322,5,3,1,1,0,5.69,42,5.7,4844.76
481,3,1,1,0,1,4.32,88,6.4,3354.88
2504,4,2,1,0,1,8.39,54,7.3,7330.99
1348,3,3,0,0,0,9.86,88,1.9,5136.15
1225,2,2,1,0,0,8.69,83,3.2,4966.74
976,1,1,1,0,1,5.46,57,3.1,2917.31
1272,3,2,0,1,1,6.21,7,2.9,3534.39
411,5,2,1,0,0,1.89,90,2.6,3337.04
1924,1,1,0,0,0,9.9,29,3.6,4117.34
1073,4,1,1,1,1,7.54,95,3.3,4241.49
639,5,1,0,0,0,5.88,24,2.9,2739.56
2255,4,2,1,0,0,5.37,94,6.6,5965.56
1693,2,2,1,0,1,8.15,78,7.8,5126.64
2990,4,1,0,0,0,8.48,36,8.1,7211.56
1726,2,2,0,1,0,7.13,90,5.9,5395.01
2166,1,3,0,1,0,9.6,44,9.5,5901.69
1047,2,1,1,1,1,9.84,72,5.2,4311.99
1132,3,3,1,1,1,9.75,34,3.3,4555.89
1151,4,3,1,1,0,3.17,92,7.0,5057.41
2493,1,2,0,0,0,4.57,74,3.3,6045.85
853,1,3,0,1,0,8.8,5,7.3,3620.79
1874,2,3,0,1,1,2.71,83,1.7,4646.72
2823,3,1,1,1,0,5.09,90,3.9,6625.6
423,2,2,1,1,1,4.4,0,3.6,2343.41
2560,3,3,1,1,1,3.97,70,8.5,7382.35
1628,1,1,0,0,0,6.52,5,4.9,3555.08
1273,4,2,0,0,1,5.58,66,5.1,4049.9
2657,2,1,1,0,1,9.08,20,4.9,6257.63
2443,5,3,1,0,1,4.09,73,8.7,6921.54
1891,5,2,0,0,1,9.84,24,2.0,5349.95
1948,3,3,0,1,0,3.86,77,3.1,4992.89
1806,4,2,0,1,0,3.52,36,6.1,4842.1
2757,1,3,1,1,1,3.09,55,5.9,6334.13
1972,4,1,0,1,0,7.46,0,3.4,4531.38
450,3,1,0,1,1,6.57,20,2.5,2630.51
1317,1,1,0,0,1,8.2,49,5.5,3729.5
2564,5,3,0,1,1,4.05,1,6.7,6569.74
819,1,2,0,1,0,4.49,84,8.3,3357.53
2986,1,1,1,1,0,6.11,43,1.8,6158.28
723,5,3,1,0,1,6.62,11,8.6,3835.81
1389,2,1,1,1,0,7.75,52,5.5,4798.63
2553,4,2,1,1,1,5.2,82,7.5,6936.71
2597,2,1,1,0,1,2.57,24,5.8,5480.76
1774,4,3,1,1,1,7.96,23,8.5,5544.97
2975,3,1,0,1,1,9.53,88,3.9,7763.32
2089,1,1,1,0,1,3.4,66,4.5,4708.59
2091,4,3,1,0,0,6.16,13,9.6,5840.6
1971,3,3,0,0,0,5.12,69,4.3,5892.46
1151,2,1,1,1,0,3.24,65,3.0,3361.82
668,5,2,0,1,0,4.68,32,2.4,2871.01
1463,4,2,0,1,1,5.89,78,2.6,4864.35
2811,2,3,0,0,1,8.49,77,2.9,6978.33
1224,5,1,0,1,0,9.31,42,2.5,4349.3
2702,3,1,0,1,1,2.84,32,5.9,5694.99
2977,3,1,1,1,1,7.03,12,3.9,6744.2
2804,1,2,1,0,0,2.86,0,4.1,5700.31
2995,4,3,0,1,0,3.08,76,1.0,6872.72
2338,4,1,0,0,0,5.13,87,5.2,5972.88
2729,1,1,1,0,1,5.64,71,2.1,5484.56
636,1,3,0,1,0,2.88,77,9.0,3122.73
662,1,1,0,1,0,3.41,93,2.7,3329.09
1915,5,2,1,1,1,5.23,60,9.7,5823.99
668,4,2,0,0,1,8.29,86,9.7,4101.51
2564,2,3,1,1,1,1.91,28,9.6,5988.66
2775,5,1,0,1,1,7.75,82,7.1,7305.92
2433,4,2,0,1,1,6.84,67,7.8,6697.49
1820,1,1,0,0,1,6.88,64,3.5,4473.65
514,5,3,0,1,1,7.74,0,4.9,3062.26
563,3,1,0,0,1,8.15,56,4.3,3433.64
929,2,2,1,0,1,9.43,97,7.7,4647.46
2269,2,2,0,1,0,1.8,32,2.5,4721.18
2592,4,3,1,1,1,4.58,20,3.5,6336.99
2588,1,3,0,0,1,1.38,14,7.6,5611.22
1799,4,1,0,1,0,1.24,4,2.6,3888.33
1051,1,3,0,1,1,2.73,1,9.0,3190.87
2202,4,1,1,0,0,6.76,2,5.8,5078.59
1917,4,2,0,0,0,5.0,32,1.8,4750.82
2684,3,3,0,0,1,7.17,68,5.9,6905.09
2949,3,2,0,1,1,9.32,35,4.9,6625.65
2725,4,2,0,1,1,4.95,75,3.5,6782.43
2413,3,2,1,0,1,7.46,97,1.6,6627.71
1387,1,3,0,1,0,5.47,57,6.7,4325.81
2667,3,3,0,0,0,4.26,69,3.8,6166.62
1998,5,2,1,1,1,4.97,42,7.0,5656.45
2799,1,3,0,0,1,3.82,68,3.6,5821.15
1708,1,1,0,1,1,8.18,14,5.1,4047.09
1633,4,1,1,1,0,4.09,18,2.7,4120.79
2422,1,1,1,0,1,1.7,46,9.9,5131.11
608,3,1,1,0,1,8.62,21,1.6,3136.07
1506,3,3,1,0,0,8.36,21,1.6,4486.71
1104,4,3,0,0,0,2.43,82,7.6,3975.38
1256,2,2,1,0,1,5.19,87,3.4,4532.5
622,3,2,0,1,1,5.62,86,5.8,3771.32
2719,5,2,0,0,0,1.74,67,7.0,6817.25
2106,5,3,1,0,1,5.61,75,3.4,5922.83
1382,1,3,0,0,1,9.68,15,2.6,4057.54
1641,5,2,0,0,1,5.08,75,5.7,5531.02
2976,4,2,1,0,1,7.19,30,8.5,6652.82
